Stimmen,Name,Partei,Wahlbezirk,Wahlbezirk ID,Stadt,Incumbent
53.0,Willner,BG,Bremen IV,5,Ense,0.0
12.0,Vollmer,FDP,Bremen IV,5,Ense,0.0
22.0,Czeslik,GRÜNE,Bremen IV,5,Ense,0.0
219.0,Hartmann,CDU,Höingen ,6,Ense,1.0
124.0,Post,SPD,Höingen ,6,Ense,1.0
37.0,Seibert,BG,Höingen ,6,Ense,0.0
30.0,Junker,FDP,Höingen ,6,Ense,0.0
21.0,Konstanti,GRÜNE,Höingen ,6,Ense,0.0
134.0,Gretenkort,CDU,Höingen ,7,Ense,0.0
244.0,Löher,SPD,Höingen ,7,Ense,1.0
35.0,Reinl,BG,Höingen ,7,Ense,0.0
41.0,Raacke,FDP,Höingen ,7,Ense,0.0
13.0,Konstanti,GRÜNE,Höingen ,7,Ense,0.0
206.0,Klein,CDU,Lüttringen/Hünningen,8,Ense,1.0
86.0,Dülberg,SPD,Lüttringen/Hünningen,8,Ense,1.0
50.0,Robbert,BG,Lüttringen/Hünningen,8,Ense,0.0
43.0,Welke,FDP,Lüttringen/Hünningen,8,Ense,0.0
34.0,Gutwin,GRÜNE,Lüttringen/Hünningen,8,Ense,0.0
210.0,Risse,CDU,Niederense ,9,Ense,1.0
144.0,Lakenbrink,SPD,Niederense ,9,Ense,0.0
83.0,Gosselke,BG,Niederense ,9,Ense,0.0
11.0,Rex,FDP,Niederense ,9,Ense,0.0
50.0,Zickau,GRÜNE,Niederense ,9,Ense,0.0
166.0,Fleißig,CDU,Niederense ,10,Ense,1.0
126.0,Neumann,SPD,Niederense ,10,Ense,1.0
39.0,Giese,BG,Niederense ,10,Ense,0.0
17.0,Dümpelmann,FDP,Niederense ,10,Ense,0.0
42.0,Teuber,GRÜNE,Niederense ,10,Ense,1.0
128.0,Berting,CDU,Niederense ,11,Ense,0.0
69.0,Conrady,SPD,Niederense ,11,Ense,0.0
34.0,Hupfeld,BG,Niederense ,11,Ense,0.0
9.0,Brunnberg,FDP,Niederense ,11,Ense,0.0
25.0,Teuber,GRÜNE,Niederense ,11,Ense,0.0
195.0,Freitag,Einzelbewerber,Niederense ,11,Ense,1.0
165.0,Müller,CDU,Parsit,12,Ense,0.0
87.0,Herbaum,SPD,Parsit,12,Ense,0.0
88.0,Wulf,BG,Parsit,12,Ense,0.0
20.0,Jonas,FDP,Parsit,12,Ense,1.0
25.0,van Fondern,GRÜNE,Parsit,12,Ense,0.0
238.0,Knaup,CDU,Waltringen/Hünningen,13,Ense,1.0
126.0,Pater,SPD,Waltringen/Hünningen,13,Ense,0.0
38.0,Brech,BG,Waltringen/Hünningen,13,Ense,0.0
55.0,Brunnberg,FDP,Waltringen/Hünningen,13,Ense,1.0
34.0,Dr. Konstanti,GRÜNE,Waltringen/Hünningen,13,Ense,0.0
260.0,Jasper,CDU,Overhagen/Lippe-Berufskolleg,1,Lippstadt,0.0
551.0,Kayser,SPD,Overhagen/Lippe-Berufskolleg,1,Lippstadt,1.0
19.0,Neuhoff,FDP,Overhagen/Lippe-Berufskolleg,1,Lippstadt,1.0
127.0,Kremer,BG,Overhagen/Lippe-Berufskolleg,1,Lippstadt,0.0
76.0,Thiemeyer,GRÜNE,Overhagen/Lippe-Berufskolleg,1,Lippstadt,0.0
58.0,Krämer,DIE LINKE,Overhagen/Lippe-Berufskolleg,1,Lippstadt,0.0
63.0,Dramburg,CDL,Overhagen/Lippe-Berufskolleg,1,Lippstadt,0.0
232.0,Strakerjahn,CDU,Grundschule Pappelallee,2,Lippstadt,0.0
247.0,Salmen,SPD,Grundschule Pappelallee,2,Lippstadt,0.0
14.0,Twillemeier,FDP,Grundschule Pappelallee,2,Lippstadt,0.0
47.0,Titze,BG,Grundschule Pappelallee,2,Lippstadt,0.0
51.0,Körner,GRÜNE,Grundschule Pappelallee,2,Lippstadt,0.0
58.0,Bruns,DIE LINKE,Grundschule Pappelallee,2,Lippstadt,1.0
37.0,Bohnhorst,CDL,Grundschule Pappelallee,2,Lippstadt,1.0
192.0,Molt,CDU,Pestalozzischule,3,Lippstadt,0.0
213.0,Niehaus,SPD,Pestalozzischule,3,Lippstadt,0.0
23.0,Ferkinghoff,FDP,Pestalozzischule,3,Lippstadt,0.0
26.0,Haselhorst,BG,Pestalozzischule,3,Lippstadt,0.0
33.0,Wessel,GRÜNE,Pestalozzischule,3,Lippstadt,0.0
44.0,Gieler,DIE LINKE,Pestalozzischule,3,Lippstadt,0.0
27.0,Rohwedder-Burger,CDL,Pestalozzischule,3,Lippstadt,0.0
290.0,De Horn,CDU,Drost-Rose-Realschule,4,Lippstadt,1.0
237.0,Dr. Freigang,SPD,Drost-Rose-Realschule,4,Lippstadt,1.0
28.0,Graffenberg,FDP,Drost-Rose-Realschule,4,Lippstadt,0.0
37.0,Fromme,BG,Drost-Rose-Realschule,4,Lippstadt,0.0
63.0,Niehage,GRÜNE,Drost-Rose-Realschule,4,Lippstadt,1.0
45.0,Hemesath,DIE LINKE,Drost-Rose-Realschule,4,Lippstadt,0.0
46.0,Brand,CDL,Drost-Rose-Realschule,4,Lippstadt,0.0
256.0,Bartscher,CDU,Kopernikusschule,5,Lippstadt,1.0
226.0,Althoff,SPD,Kopernikusschule,5,Lippstadt,0.0
11.0,Scheibler,FDP,Kopernikusschule,5,Lippstadt,0.0
43.0,Weber,BG,Kopernikusschule,5,Lippstadt,0.0
46.0,Walter,GRÜNE,Kopernikusschule,5,Lippstadt,0.0
99.0,Bruns,DIE LINKE,Kopernikusschule,5,Lippstadt,0.0
13.0,Lorey,CDL,Kopernikusschule,5,Lippstadt,0.0
228.0,Köhler,CDU,Josefschule/Mikado,6,Lippstadt,1.0
190.0,Casado Pérez,SPD,Josefschule/Mikado,6,Lippstadt,0.0
17.0,Roth,FDP,Josefschule/Mikado,6,Lippstadt,0.0
23.0,Janssen,BG,Josefschule/Mikado,6,Lippstadt,0.0
80.0,Jasperneite-Bröckelmann,GRÜNE,Josefschule/Mikado,6,Lippstadt,1.0
67.0,Domanski,DIE LINKE,Josefschule/Mikado,6,Lippstadt,0.0
48.0,Prahl,CDL,Josefschule/Mikado,6,Lippstadt,1.0
241.0,Laufkötter,CDU,REAL,7,Lippstadt,1.0
188.0,Griebel,SPD,REAL,7,Lippstadt,0.0
30.0,Dr. Madjlessi,FDP,REAL,7,Lippstadt,0.0
51.0,Heymann,BG,REAL,7,Lippstadt,1.0
110.0,Gesterkamp,GRÜNE,REAL,7,Lippstadt,1.0
35.0,Wolf,DIE LINKE,REAL,7,Lippstadt,0.0
33.0,Ostkamp,CDL,REAL,7,Lippstadt,1.0
247.0,Pfenninger,CDU,Josefschule,8,Lippstadt,0.0
167.0,Gubalke,SPD,Josefschule,8,Lippstadt,0.0
24.0,Buchholz,FDP,Josefschule,8,Lippstadt,0.0
38.0,Buchal,BG,Josefschule,8,Lippstadt,0.0
85.0,Totzauer,GRÜNE,Josefschule,8,Lippstadt,0.0
53.0,Kutschera,DIE LINKE,Josefschule,8,Lippstadt,0.0
52.0,Ballhorn,CDL,Josefschule,8,Lippstadt,1.0
317.0,Mertens,CDU,Einwohnermeldeabteilung,9,Lippstadt,0.0
228.0,Köhne,SPD,Einwohnermeldeabteilung,9,Lippstadt,0.0
42.0,Neuhoff,FDP,Einwohnermeldeabteilung,9,Lippstadt,0.0
40.0,Steinkamp,BG,Einwohnermeldeabteilung,9,Lippstadt,0.0
103.0,Dombrowicz,GRÜNE,Einwohnermeldeabteilung,9,Lippstadt,0.0
39.0,Gilbert,DIE LINKE,Einwohnermeldeabteilung,9,Lippstadt,0.0
76.0,Höer,CDL,Einwohnermeldeabteilung,9,Lippstadt,0.0
246.0,Thorwesten,CDU,Rathaus,10,Lippstadt,0.0
304.0,Stotz,SPD,Rathaus,10,Lippstadt,1.0
44.0,Dr. Neuhoff,FDP,Rathaus,10,Lippstadt,0.0
42.0,Wischmann,BG,Rathaus,10,Lippstadt,0.0
75.0,Pollok,GRÜNE,Rathaus,10,Lippstadt,0.0
43.0,Rediker,DIE LINKE,Rathaus,10,Lippstadt,0.0
76.0,Holzhauer,CDL,Rathaus,10,Lippstadt,0.0
311.0,Börskens,CDU,Stadtarchiv/WLE,11,Lippstadt,1.0
316.0,Rodriguez Cameselle,SPD,Stadtarchiv/WLE,11,Lippstadt,1.0
65.0,Pöttker,FDP,Stadtarchiv/WLE,11,Lippstadt,0.0
72.0,Fritsch,BG,Stadtarchiv/WLE,11,Lippstadt,1.0
100.0,Wissing,GRÜNE,Stadtarchiv/WLE,11,Lippstadt,0.0
52.0,Litzbarski,DIE LINKE,Stadtarchiv/WLE,11,Lippstadt,0.0
101.0,Tack,CDL,Stadtarchiv/WLE,11,Lippstadt,0.0
114.0,Heiming,CDU,Städt. Gesamtschule,12,Lippstadt,0.0
166.0,Brülle,SPD,Städt. Gesamtschule,12,Lippstadt,1.0
7.0,Beumer,FDP,Städt. Gesamtschule,12,Lippstadt,0.0
30.0,Grüne,BG,Städt. Gesamtschule,12,Lippstadt,0.0
48.0,Rüpp,GRÜNE,Städt. Gesamtschule,12,Lippstadt,0.0
43.0,Matheja,DIE LINKE,Städt. Gesamtschule,12,Lippstadt,0.0
10.0,Mirsiafi,CDL,Städt. Gesamtschule,12,Lippstadt,0.0
391.0,Steltemeier,CDU,Barbarossa-Residenz/Ev. Gym.,13,Lippstadt,0.0
448.0,Strathaus,SPD,Barbarossa-Residenz/Ev. Gym.,13,Lippstadt,1.0
85.0,Beumer,FDP,Barbarossa-Residenz/Ev. Gym.,13,Lippstadt,0.0
92.0,Marche,BG,Barbarossa-Residenz/Ev. Gym.,13,Lippstadt,1.0
81.0,Volk-Böttcher,GRÜNE,Barbarossa-Residenz/Ev. Gym.,13,Lippstadt,0.0
95.0,Dißelbach,DIE LINKE,Barbarossa-Residenz/Ev. Gym.,13,Lippstadt,0.0
57.0,Hinz,CDL,Barbarossa-Residenz/Ev. Gym.,13,Lippstadt,0.0
333.0,Demmer,CDU,Krankenpflegeschule,14,Lippstadt,1.0
196.0,Zaremba,SPD,Krankenpflegeschule,14,Lippstadt,1.0
80.0,Bergschneider,FDP,Krankenpflegeschule,14,Lippstadt,1.0
42.0,Konradi,BG,Krankenpflegeschule,14,Lippstadt,0.0
112.0,Westkemper,GRÜNE,Krankenpflegeschule,14,Lippstadt,0.0
53.0,Stuckenschnieder,DIE LINKE,Krankenpflegeschule,14,Lippstadt,0.0
62.0,Lewen,CDL,Krankenpflegeschule,14,Lippstadt,0.0
376.0,Cosack,CDU,Finanzamt/Erich-Wandel-Zentrum,15,Lippstadt,1.0
254.0,Gousis,SPD,Finanzamt/Erich-Wandel-Zentrum,15,Lippstadt,0.0
82.0,Gockel,FDP,Finanzamt/Erich-Wandel-Zentrum,15,Lippstadt,0.0
46.0,Lehmann,BG,Finanzamt/Erich-Wandel-Zentrum,15,Lippstadt,0.0
99.0,Rönnau,GRÜNE,Finanzamt/Erich-Wandel-Zentrum,15,Lippstadt,0.0
44.0,Wigge,DIE LINKE,Finanzamt/Erich-Wandel-Zentrum,15,Lippstadt,0.0
87.0,Bertling,CDL,Finanzamt/Erich-Wandel-Zentrum,15,Lippstadt,0.0
536.0,Fürstenberg,CDU,Behördenhaus/GS Lipperode,16,Lippstadt,1.0
472.0,Pfeffer,SPD,Behördenhaus/GS Lipperode,16,Lippstadt,1.0
94.0,Glarmin,FDP,Behördenhaus/GS Lipperode,16,Lippstadt,1.0
95.0,Karliner,BG,Behördenhaus/GS Lipperode,16,Lippstadt,0.0
135.0,Weber-Deluweit,GRÜNE,Behördenhaus/GS Lipperode,16,Lippstadt,0.0
37.0,Meywirth,DIE LINKE,Behördenhaus/GS Lipperode,16,Lippstadt,0.0
106.0,Hüttemann,CDL,Behördenhaus/GS Lipperode,16,Lippstadt,0.0
306.0,Schütte-Holthaus,CDU,Lipperbruch/Bad Waldliesborn,17,Lippstadt,0.0
643.0,Schmich,SPD,Lipperbruch/Bad Waldliesborn,17,Lippstadt,1.0
80.0,Klostermeyer,FDP,Lipperbruch/Bad Waldliesborn,17,Lippstadt,0.0
35.0,Sunder,BG,Lipperbruch/Bad Waldliesborn,17,Lippstadt,0.0
61.0,Schneider,GRÜNE,Lipperbruch/Bad Waldliesborn,17,Lippstadt,0.0
38.0,Geppert,DIE LINKE,Lipperbruch/Bad Waldliesborn,17,Lippstadt,0.0
42.0,Dr. Lewen,CDL,Lipperbruch/Bad Waldliesborn,17,Lippstadt,0.0
299.0,Walter,CDU,Graf-Bernh.-Realsch. Lipperode,18,Lippstadt,0.0
752.0,Brand,SPD,Graf-Bernh.-Realsch. Lipperode,18,Lippstadt,0.0
57.0,Dr. Georges,FDP,Graf-Bernh.-Realsch. Lipperode,18,Lippstadt,0.0
17.0,Grawe,BG,Graf-Bernh.-Realsch. Lipperode,18,Lippstadt,0.0
87.0,Groß-Bölting,GRÜNE,Graf-Bernh.-Realsch. Lipperode,18,Lippstadt,0.0
23.0,Blome,DIE LINKE,Graf-Bernh.-Realsch. Lipperode,18,Lippstadt,0.0
41.0,Hupfeld,CDL,Graf-Bernh.-Realsch. Lipperode,18,Lippstadt,0.0
720.0,Niggemeier,CDU,Hörste/Rebbeke/Garfeln,19,Lippstadt,1.0
225.0,Deimel,SPD,Hörste/Rebbeke/Garfeln,19,Lippstadt,0.0
21.0,Brenzinger,FDP,Hörste/Rebbeke/Garfeln,19,Lippstadt,0.0
167.0,Cramer,BG,Hörste/Rebbeke/Garfeln,19,Lippstadt,0.0
49.0,Pieper-Lehner,GRÜNE,Hörste/Rebbeke/Garfeln,19,Lippstadt,0.0
22.0,Schirrmeister,DIE LINKE,Hörste/Rebbeke/Garfeln,19,Lippstadt,0.0
36.0,Keller,CDL,Hörste/Rebbeke/Garfeln,19,Lippstadt,0.0
505.0,Vossebürger,CDU,Esbeck/Rixbeck,20,Lippstadt,0.0
715.0,Morfeld,SPD,Esbeck/Rixbeck,20,Lippstadt,1.0
35.0,Münzberger,FDP,Esbeck/Rixbeck,20,Lippstadt,0.0
45.0,Korte,BG,Esbeck/Rixbeck,20,Lippstadt,0.0
74.0,Künemund,GRÜNE,Esbeck/Rixbeck,20,Lippstadt,0.0
53.0,Marke,DIE LINKE,Esbeck/Rixbeck,20,Lippstadt,0.0
105.0,Kreß,CDL,Esbeck/Rixbeck,20,Lippstadt,1.0
630.0,Hörstmann-Jungemann,CDU,Dedinghausen/Bökenförde,21,Lippstadt,0.0
459.0,Romstadt,SPD,Dedinghausen/Bökenförde,21,Lippstadt,0.0
98.0,Dr. Jonas-Ahrend,FDP,Dedinghausen/Bökenförde,21,Lippstadt,1.0
79.0,Cramer,BG,Dedinghausen/Bökenförde,21,Lippstadt,0.0
102.0,Ungruh,GRÜNE,Dedinghausen/Bökenförde,21,Lippstadt,1.0
53.0,Zöller,DIE LINKE,Dedinghausen/Bökenförde,21,Lippstadt,0.0
45.0,Thielking,CDL,Dedinghausen/Bökenförde,21,Lippstadt,0.0
476.0,Franz,CDU,Benningh./Hellingh./Herringh.,22,Lippstadt,1.0
270.0,Bertelt,SPD,Benningh./Hellingh./Herringh.,22,Lippstadt,0.0
49.0,Kuhnert,FDP,Benningh./Hellingh./Herringh.,22,Lippstadt,1.0
147.0,Langer,BG,Benningh./Hellingh./Herringh.,22,Lippstadt,1.0
63.0,Körner,GRÜNE,Benningh./Hellingh./Herringh.,22,Lippstadt,0.0
18.0,Schneider,DIE LINKE,Benningh./Hellingh./Herringh.,22,Lippstadt,0.0
25.0,Jungeblodt,CDL,Benningh./Hellingh./Herringh.,22,Lippstadt,0.0
436.0,Michel - Kemper,CDU,Eickelborn/Lohe,23,Lippstadt,0.0
225.0,Klapetz,SPD,Eickelborn/Lohe,23,Lippstadt,0.0
89.0,Kuhnert,FDP,Eickelborn/Lohe,23,Lippstadt,0.0
24.0,Siebertz,BG,Eickelborn/Lohe,23,Lippstadt,0.0
67.0,Rentz,GRÜNE,Eickelborn/Lohe,23,Lippstadt,0.0
47.0,Bartz,DIE LINKE,Eickelborn/Lohe,23,Lippstadt,0.0
13.0,Fennenkötter,CDL,Eickelborn/Lohe,23,Lippstadt,0.0
851.0,Gausemeier,CDU,Cappel/Bad Waldliesborn,24,Lippstadt,1.0
270.0,Oelze-Krähling,SPD,Cappel/Bad Waldliesborn,24,Lippstadt,0.0
45.0,Klocke,FDP,Cappel/Bad Waldliesborn,24,Lippstadt,0.0
44.0,Schierling,BG,Cappel/Bad Waldliesborn,24,Lippstadt,0.0
55.0,Walter,GRÜNE,Cappel/Bad Waldliesborn,24,Lippstadt,0.0
36.0,Wassermann-Rieber,DIE LINKE,Cappel/Bad Waldliesborn,24,Lippstadt,0.0
46.0,Günther,CDL,Cappel/Bad Waldliesborn,24,Lippstadt,0.0
797.0,Helmig,CDU,Bad Waldliesborn,25,Lippstadt,0.0
299.0,Marx,SPD,Bad Waldliesborn,25,Lippstadt,0.0
91.0,Dr. Freund,FDP,Bad Waldliesborn,25,Lippstadt,1.0
47.0,Rasch,BG,Bad Waldliesborn,25,Lippstadt,0.0
78.0,Groß-Bölting,GRÜNE,Bad Waldliesborn,25,Lippstadt,0.0
34.0,Hardiek,DIE LINKE,Bad Waldliesborn,25,Lippstadt,0.0
47.0,Radin,CDL,Bad Waldliesborn,25,Lippstadt,0.0
303.0,Störmann,CDU,Allagen,1,Warstein,1.0
58.0,Rusche,BG Warstein,Allagen,1,Warstein,0.0
85.0,Adrians,SPD,Allagen,1,Warstein,0.0
41.0,Lange,WAL,Allagen,1,Warstein,0.0
30.0,Severin,FDP,Allagen,1,Warstein,0.0
25.0,Schnabel,DIE LINKE,Allagen,1,Warstein,0.0
297.0,Linnemann,CDU,Allagen,2,Warstein,1.0
54.0,Beringer,BG Warstein,Allagen,2,Warstein,0.0
119.0,Deimer,SPD,Allagen,2,Warstein,0.0
36.0,Braukmann,WAL,Allagen,2,Warstein,0.0
18.0,Fröhling,FDP,Allagen,2,Warstein,0.0
20.0,Günnewicht,DIE LINKE,Allagen,2,Warstein,0.0
244.0,Lenze,CDU,Niederbergheim,3,Warstein,0.0
144.0,Kühle,BG Warstein,Niederbergheim,3,Warstein,1.0
60.0,Wilhelm,SPD,Niederbergheim,3,Warstein,0.0
43.0,Schulte,WAL,Niederbergheim,3,Warstein,0.0
9.0,Spanke,DIE LINKE,Niederbergheim,3,Warstein,1.0
345.0,Jesse,CDU,Belecke ,4,Warstein,1.0
51.0,Foggia-Fresco,BG Warstein,Belecke ,4,Warstein,1.0
103.0,Feldmann,SPD,Belecke ,4,Warstein,1.0
55.0,Rose,WAL,Belecke ,4,Warstein,0.0
22.0,Eickhoff,FDP,Belecke ,4,Warstein,0.0
24.0,Klespe,DIE LINKE,Belecke ,4,Warstein,0.0
327.0,Schulte,CDU,Belecke ,5,Warstein,0.0
45.0,Tacke,BG Warstein,Belecke ,5,Warstein,0.0
101.0,Baron-Schulte,SPD,Belecke ,5,Warstein,0.0
39.0,Saadat Gilani,WAL,Belecke ,5,Warstein,0.0
7.0,Siewert,FDP,Belecke ,5,Warstein,0.0
39.0,Preckel,DIE LINKE,Belecke ,5,Warstein,0.0
334.0,Maas,CDU,Belecke ,6,Warstein,1.0
51.0,Pace,BG Warstein,Belecke ,6,Warstein,0.0
162.0,Enste,SPD,Belecke ,6,Warstein,1.0
29.0,Bahrenberg,WAL,Belecke ,6,Warstein,0.0
7.0,Hillebrand,FDP,Belecke ,6,Warstein,0.0
22.0,Limberg,DIE LINKE,Belecke ,6,Warstein,0.0
191.0,Wiepck,CDU,Belecke ,7,Warstein,0.0
73.0,Bernhardt,BG Warstein,Belecke ,7,Warstein,0.0
133.0,Mindthoff,SPD,Belecke ,7,Warstein,0.0
40.0,Beermann,WAL,Belecke ,7,Warstein,0.0
9.0,Reen,FDP,Belecke ,7,Warstein,0.0
25.0,Rehmann,DIE LINKE,Belecke ,7,Warstein,0.0
569.0,Schulte,CDU,Hirschberg,8,Warstein,0.0
64.0,Bigge,BG Warstein,Hirschberg,8,Warstein,0.0
153.0,Dr. Raudschus,SPD,Hirschberg,8,Warstein,0.0
34.0,Navarro Urena,WAL,Hirschberg,8,Warstein,0.0
16.0,Eickhoff,FDP,Hirschberg,8,Warstein,0.0
49.0,Weretecki,DIE LINKE,Hirschberg,8,Warstein,0.0
405.0,Happe,CDU,"Mülheim, Sichtigvor, Waldhausen",9,Warstein,0.0
60.0,Beele,BG Warstein,"Mülheim, Sichtigvor, Waldhausen",9,Warstein,1.0
227.0,Treptow,SPD,"Mülheim, Sichtigvor, Waldhausen",9,Warstein,1.0
39.0,Krieger,WAL,"Mülheim, Sichtigvor, Waldhausen",9,Warstein,1.0
17.0,Eickhoff,FDP,"Mülheim, Sichtigvor, Waldhausen",9,Warstein,0.0
30.0,Stümmler,DIE LINKE,"Mülheim, Sichtigvor, Waldhausen",9,Warstein,0.0
254.0,Lutterbeck,CDU,Sichtigvor,10,Warstein,1.0
50.0,Kramer,BG Warstein,Sichtigvor,10,Warstein,1.0
448.0,Kruse,SPD,Sichtigvor,10,Warstein,1.0
15.0,Wulf,WAL,Sichtigvor,10,Warstein,0.0
12.0,Brinkmann,FDP,Sichtigvor,10,Warstein,0.0
42.0,Weretecki,DIE LINKE,Sichtigvor,10,Warstein,0.0
201.0,Hohlfeld,CDU,Suttrop ,11,Warstein,0.0
82.0,Risse,BG Warstein,Suttrop ,11,Warstein,1.0
241.0,Koch,SPD,Suttrop ,11,Warstein,1.0
53.0,Landfester,WAL,Suttrop ,11,Warstein,0.0
17.0,Gartner,FDP,Suttrop ,11,Warstein,0.0
12.0,Uber,DIE LINKE,Suttrop ,11,Warstein,0.0
271.0,Weber,CDU,Suttrop ,12,Warstein,0.0
77.0,Risse,BG Warstein,Suttrop ,12,Warstein,0.0
262.0,Koerdt,SPD,Suttrop ,12,Warstein,1.0
33.0,Stallmeister,WAL,Suttrop ,12,Warstein,0.0
8.0,Gartner,FDP,Suttrop ,12,Warstein,0.0
18.0,Spanke,DIE LINKE,Suttrop ,12,Warstein,0.0
221.0,Buschhoff,CDU,Warstein ,13,Warstein,0.0
135.0,Kieseler,BG Warstein,Warstein ,13,Warstein,0.0
168.0,Severin,SPD,Warstein ,13,Warstein,0.0
82.0,Uhlen,WAL,Warstein ,13,Warstein,0.0
11.0,Gartner,FDP,Warstein ,13,Warstein,0.0
28.0,Spanke,DIE LINKE,Warstein ,13,Warstein,0.0
162.0,Sahni,CDU,Warstein ,14,Warstein,0.0
156.0,Liß,BG Warstein,Warstein ,14,Warstein,0.0
189.0,Kuhlmann,SPD,Warstein ,14,Warstein,1.0
62.0,Ademmer,WAL,Warstein ,14,Warstein,0.0
11.0,Helm,FDP,Warstein ,14,Warstein,0.0
19.0,Fritzsche,DIE LINKE,Warstein ,14,Warstein,0.0
230.0,Dolle,CDU,Warstein ,15,Warstein,0.0
128.0,Bräutigam,BG Warstein,Warstein ,15,Warstein,1.0
135.0,Mohammad,SPD,Warstein ,15,Warstein,0.0
98.0,Clasen,WAL,Warstein ,15,Warstein,0.0
15.0,Hoebusch,FDP,Warstein ,15,Warstein,1.0
17.0,Winkelhorst,DIE LINKE,Warstein ,15,Warstein,0.0
227.0,Schneider,CDU,Warstein ,16,Warstein,0.0
123.0,Ibing,BG Warstein,Warstein ,16,Warstein,1.0
198.0,Schauten,SPD,Warstein ,16,Warstein,0.0
126.0,Belecke,WAL,Warstein ,16,Warstein,1.0
16.0,Reen-Hoebusch,FDP,Warstein ,16,Warstein,0.0
30.0,Messing,DIE LINKE,Warstein ,16,Warstein,0.0
195.0,Winkler,CDU,Warstein ,17,Warstein,0.0
106.0,Kückmann,BG Warstein,Warstein ,17,Warstein,0.0
136.0,Flaig,SPD,Warstein ,17,Warstein,1.0
100.0,Rüther,WAL,Warstein ,17,Warstein,0.0
21.0,Kosfeld,FDP,Warstein ,17,Warstein,0.0
17.0,Böcker-Ostendorf,DIE LINKE,Warstein ,17,Warstein,0.0
161.0,Pollmann-Schweckhorst,CDU,Warstein ,18,Warstein,0.0
164.0,Köster,BG Warstein,Warstein ,18,Warstein,1.0
160.0,Hölscher,SPD,Warstein ,18,Warstein,0.0
62.0,Belecke-Severin,WAL,Warstein ,18,Warstein,0.0
8.0,Hoebusch,FDP,Warstein ,18,Warstein,0.0
19.0,Spanke,DIE LINKE,Warstein ,18,Warstein,0.0
475.0,Kasperidus,SPD,Heeren-Werve,1,Kamen,1.0
284.0,Eisenhardt,CDU,Heeren-Werve,1,Kamen,1.0
83.0,Dörlemann,GRÜNE,Heeren-Werve,1,Kamen,0.0
43.0,Margraf,DIE LINKE,Heeren-Werve,1,Kamen,0.0
15.0,Rothmann,FDP,Heeren-Werve,1,Kamen,0.0
20.0,Brzuska,FW Kreisverband Unna,Heeren-Werve,1,Kamen,0.0
6.0,Güngören,BIG,Heeren-Werve,1,Kamen,0.0
444.0,Mann,SPD,Heeren-Werve,2,Kamen,1.0
167.0,Kress,CDU,Heeren-Werve,2,Kamen,0.0
56.0,Kaminski,GRÜNE,Heeren-Werve,2,Kamen,0.0
58.0,Wiggermann,DIE LINKE,Heeren-Werve,2,Kamen,0.0
39.0,Büchel,FDP,Heeren-Werve,2,Kamen,0.0
35.0,Seidlitz,FW Kreisverband Unna,Heeren-Werve,2,Kamen,0.0
9.0,Ünlü,BIG,Heeren-Werve,2,Kamen,0.0
385.0,Lipinski,SPD,Heeren-Werve,3,Kamen,1.0
158.0,Kemna,CDU,Heeren-Werve,3,Kamen,1.0
88.0,Laßen,GRÜNE,Heeren-Werve,3,Kamen,0.0
53.0,Lindemann-Opfermann,DIE LINKE,Heeren-Werve,3,Kamen,0.0
10.0,Hegemann,FDP,Heeren-Werve,3,Kamen,0.0
21.0,Lehmann,FW Kreisverband Unna,Heeren-Werve,3,Kamen,0.0
7.0,Akyol,BIG,Heeren-Werve,3,Kamen,0.0
557.0,Müller,SPD,Heeren-Werve,4,Kamen,1.0
261.0,Krause,CDU,Heeren-Werve,4,Kamen,0.0
94.0,Graas,GRÜNE,Heeren-Werve,4,Kamen,0.0
56.0,Kollmeier,DIE LINKE,Heeren-Werve,4,Kamen,0.0
19.0,Mohaupt,FDP,Heeren-Werve,4,Kamen,0.0
31.0,Maaß,FW Kreisverband Unna,Heeren-Werve,4,Kamen,0.0
516.0,Hartig,SPD,Südkamen ,5,Kamen,1.0
231.0,Pätzold,CDU,Südkamen ,5,Kamen,0.0
99.0,Ziel,GRÜNE,Südkamen ,5,Kamen,0.0
43.0,Groer,DIE LINKE,Südkamen ,5,Kamen,0.0
37.0,Mallitzky,FDP,Südkamen ,5,Kamen,0.0
19.0,Ruff,FW Kreisverband Unna,Südkamen ,5,Kamen,0.0
650.0,Heidenreich,SPD,Südkamen ,6,Kamen,1.0
289.0,Grüneberg,CDU,Südkamen ,6,Kamen,0.0
191.0,Werning,GRÜNE,Südkamen ,6,Kamen,1.0
34.0,Goehrke,DIE LINKE,Südkamen ,6,Kamen,0.0
50.0,Schaumann,FDP,Südkamen ,6,Kamen,0.0
25.0,Brzuska,FW Kreisverband Unna,Südkamen ,6,Kamen,0.0
10.0,Salli,BIG,Südkamen ,6,Kamen,0.0
331.0,Blaschke,SPD,Mitte ,7,Kamen,1.0
197.0,Hasler,CDU,Mitte ,7,Kamen,1.0
73.0,Mannel-Maiwald,GRÜNE,Mitte ,7,Kamen,0.0
41.0,Kalle,DIE LINKE,Mitte ,7,Kamen,0.0
17.0,Wiegelmann,FDP,Mitte ,7,Kamen,1.0
22.0,Maaß,FW Kreisverband Unna,Mitte ,7,Kamen,0.0
9.0,Iren,BIG,Mitte ,7,Kamen,0.0
444.0,Runde,SPD,Mitte ,8,Kamen,1.0
218.0,Gerdes,CDU,Mitte ,8,Kamen,1.0
