Stimmen;Name;Partei;Wahlbezirk;Wahlbezirk ID;Stadt;Incumbent;Wahlbezirk_ID
13800;Henkel;DIE LINKE;Refrath- Frankenforst;19;Bergisch Gladbach;1;19
15200;Obst;AfD;Refrath- Frankenforst;19;Bergisch Gladbach;0;19
7200;Samirae;BGL;Refrath- Frankenforst;19;Bergisch Gladbach;0;19
92100;Höring;CDU;Bensberg- Süd/ Kaule;20;Bergisch Gladbach;1;20
57500;Kleine;SPD;Bensberg- Süd/ Kaule;20;Bergisch Gladbach;1;20
36500;Bähner;GRÜNE;Bensberg- Süd/ Kaule;20;Bergisch Gladbach;0;20
12700;Geilenkirchen;FDP;Bensberg- Süd/ Kaule;20;Bergisch Gladbach;0;20
700;Baar;BfBB;Bensberg- Süd/ Kaule;20;Bergisch Gladbach;0;20
1300;Büchel;D 14;Bensberg- Süd/ Kaule;20;Bergisch Gladbach;0;20
9600;Schwamborn;DIE LINKE;Bensberg- Süd/ Kaule;20;Bergisch Gladbach;0;20
7300;Wuttke;AfD;Bensberg- Süd/ Kaule;20;Bergisch Gladbach;0;20
3500;Katschke;BGL;Bensberg- Süd/ Kaule;20;Bergisch Gladbach;0;20
800;Balabanou;pro NRW;Bensberg- Süd/ Kaule;20;Bergisch Gladbach;0;20
61100;Münzer;CDU;Lückerath;21;Bergisch Gladbach;1;21
35500;Pütz;SPD;Lückerath;21;Bergisch Gladbach;0;21
35000;Barthold;GRÜNE;Lückerath;21;Bergisch Gladbach;0;21
8500;Graner;FDP;Lückerath;21;Bergisch Gladbach;1;21
500;Niewiara;BfBB;Lückerath;21;Bergisch Gladbach;0;21
1200;Ullmann;D 14;Lückerath;21;Bergisch Gladbach;0;21
8700;Watzlawik;DIE LINKE;Lückerath;21;Bergisch Gladbach;0;21
6200;Ohligschläger;AfD;Lückerath;21;Bergisch Gladbach;0;21
3500;Basel;BGL;Lückerath;21;Bergisch Gladbach;0;21
900;Nikou;pro NRW;Lückerath;21;Bergisch Gladbach;0;21
94700;Bischoff;CDU;Bensberg- Mitte;22;Bergisch Gladbach;1;22
31800;Bähner-Sarembe;SPD;Bensberg- Mitte;22;Bergisch Gladbach;0;22
20600;Rickes;GRÜNE;Bensberg- Mitte;22;Bergisch Gladbach;0;22
13400;Graner;FDP;Bensberg- Mitte;22;Bergisch Gladbach;0;22
100;Wach;BfBB;Bensberg- Mitte;22;Bergisch Gladbach;0;22
1400;Dr. Obermeier;D 14;Bensberg- Mitte;22;Bergisch Gladbach;0;22
8000;Graf;DIE LINKE;Bensberg- Mitte;22;Bergisch Gladbach;0;22
7400;Aufmkolk;AfD;Bensberg- Mitte;22;Bergisch Gladbach;0;22
1500;Walcz;BGL;Bensberg- Mitte;22;Bergisch Gladbach;0;22
1800;Kup;pro NRW;Bensberg- Mitte;22;Bergisch Gladbach;0;22
78200;Schade;CDU;Moitzfeld;23;Bergisch Gladbach;0;23
29900;Peetz;SPD;Moitzfeld;23;Bergisch Gladbach;0;23
37600;Dr. Baeumle-Courth;GRÜNE;Moitzfeld;23;Bergisch Gladbach;1;23
9800;Rick-Blunck;FDP;Moitzfeld;23;Bergisch Gladbach;0;23
400;Lang;BfBB;Moitzfeld;23;Bergisch Gladbach;0;23
900;Obermeier;D 14;Moitzfeld;23;Bergisch Gladbach;0;23
5100;Conrad;DIE LINKE;Moitzfeld;23;Bergisch Gladbach;0;23
5800;Stark;AfD;Moitzfeld;23;Bergisch Gladbach;0;23
1700;Hartmann;BGL;Moitzfeld;23;Bergisch Gladbach;0;23
1300;Karakus;pro NRW;Moitzfeld;23;Bergisch Gladbach;0;23
52100;Maas;CDU;Bensberg- Süd/ Bockenberg;24;Bergisch Gladbach;1;24
38000;Komenda;SPD;Bensberg- Süd/ Bockenberg;24;Bergisch Gladbach;1;24
21000;Dr. Rüdig;GRÜNE;Bensberg- Süd/ Bockenberg;24;Bergisch Gladbach;0;24
5900;Dr. Fischer;FDP;Bensberg- Süd/ Bockenberg;24;Bergisch Gladbach;1;24
700;Lang;BfBB;Bensberg- Süd/ Bockenberg;24;Bergisch Gladbach;0;24
700;Niemann;D 14;Bensberg- Süd/ Bockenberg;24;Bergisch Gladbach;0;24
8300;Santillan;DIE LINKE;Bensberg- Süd/ Bockenberg;24;Bergisch Gladbach;1;24
7300;Kunze;AfD;Bensberg- Süd/ Bockenberg;24;Bergisch Gladbach;0;24
2800;Cramer;BGL;Bensberg- Süd/ Bockenberg;24;Bergisch Gladbach;0;24
1700;Engels;pro NRW;Bensberg- Süd/ Bockenberg;24;Bergisch Gladbach;0;24
78100;Buchen;CDU;Bärbroich/ Ehrenfeld;25;Bergisch Gladbach;1;25
39000;Bach;SPD;Bärbroich/ Ehrenfeld;25;Bergisch Gladbach;0;25
24800;Dörper;GRÜNE;Bärbroich/ Ehrenfeld;25;Bergisch Gladbach;0;25
9400;Jentsch;FDP;Bärbroich/ Ehrenfeld;25;Bergisch Gladbach;1;25
1300;Lang;BfBB;Bärbroich/ Ehrenfeld;25;Bergisch Gladbach;0;25
2800;Mörs;D 14;Bärbroich/ Ehrenfeld;25;Bergisch Gladbach;0;25
5300;Bohr;DIE LINKE;Bärbroich/ Ehrenfeld;25;Bergisch Gladbach;0;25
7300;Ohligschläger;AfD;Bärbroich/ Ehrenfeld;25;Bergisch Gladbach;0;25
2500;Berger;BGL;Bärbroich/ Ehrenfeld;25;Bergisch Gladbach;0;25
93400;Dr. Bernhauser;CDU;Herkenrath/ Herrenstrunden;26;Bergisch Gladbach;1;26
46800;Neu;SPD;Herkenrath/ Herrenstrunden;26;Bergisch Gladbach;1;26
28800;Hoffmann-Feulner;GRÜNE;Herkenrath/ Herrenstrunden;26;Bergisch Gladbach;0;26
7000;Höfer;FDP;Herkenrath/ Herrenstrunden;26;Bergisch Gladbach;0;26
1700;Lang;BfBB;Herkenrath/ Herrenstrunden;26;Bergisch Gladbach;0;26
5500;Mörs;D 14;Herkenrath/ Herrenstrunden;26;Bergisch Gladbach;1;26
5500;Mandler;DIE LINKE;Herkenrath/ Herrenstrunden;26;Bergisch Gladbach;0;26
10800;Honrath;AfD;Herkenrath/ Herrenstrunden;26;Bergisch Gladbach;0;26
1900;Reifenberg;BGL;Herkenrath/ Herrenstrunden;26;Bergisch Gladbach;0;26
21900;Lehna;CDU;Alfter;1;Alfter;1;1
11400;Esken;GRÜNE;Alfter;1;Alfter;0;1
9000;Klaus;SPD;Alfter;1;Alfter;1;1
2300;Irlenkaeuser;FDP;Alfter;1;Alfter;0;1
12100;Gossing;Freie Wähler;Alfter;1;Alfter;0;1
5200;Thönnißen;UWG;Alfter;1;Alfter;0;1
25600;Schölgens;CDU;Alfter / Gielsdorf;6;Alfter;1;6
8300;Dr. Lobin;GRÜNE;Alfter / Gielsdorf;6;Alfter;0;6
10700;Hülsmann;SPD;Alfter / Gielsdorf;6;Alfter;0;6
2300;Dr. Hobe;FDP;Alfter / Gielsdorf;6;Alfter;0;6
7400;Dr. Schwalb;Freie Wähler;Alfter / Gielsdorf;6;Alfter;0;6
4000;Urff;UWG;Alfter / Gielsdorf;6;Alfter;1;6
29200;Schäfer;CDU;Gielsdorf;7;Alfter;0;7
12600;Lenz;GRÜNE;Gielsdorf;7;Alfter;0;7
11800;Dr. Marx;SPD;Gielsdorf;7;Alfter;1;7
5500;Dr. Rudeloff;FDP;Gielsdorf;7;Alfter;1;7
4200;Zavelberg;Freie Wähler;Gielsdorf;7;Alfter;0;7
2500;Kastir-Glock;UWG;Gielsdorf;7;Alfter;0;7
20700;Schächter;CDU;Oedekoven;8;Alfter;1;8
10800;Dr. Glasmacher;GRÜNE;Oedekoven;8;Alfter;0;8
11500;Overhage;SPD;Oedekoven;8;Alfter;1;8
4100;Klencz;FDP;Oedekoven;8;Alfter;0;8
3900;Castrup;Freie Wähler;Oedekoven;8;Alfter;0;8
2000;Mühlinger;UWG;Oedekoven;8;Alfter;0;8
11500;Overhage;SPD;Oedekoven;9;Alfter;1;9
2000;Mühlinger;UWG;Oedekoven;10;Alfter;0;10
31600;Niemeyer;CDU;Oedekoven / Impekoven;11;Alfter;1;11
7700;Huckert;GRÜNE;Oedekoven / Impekoven;11;Alfter;0;11
12900;Clasen;SPD;Oedekoven / Impekoven;11;Alfter;0;11
4700;Dr. Heitzer;FDP;Oedekoven / Impekoven;11;Alfter;0;11
3400;Jaschke;Freie Wähler;Oedekoven / Impekoven;11;Alfter;0;11
2100;Wallenborn;UWG;Oedekoven / Impekoven;11;Alfter;0;11
28900;Tschiersch;CDU;Impekoven;12;Alfter;0;12
14200;Wallraff-Kaiser;GRÜNE;Impekoven;12;Alfter;1;12
16900;Grosse Wiesmann;SPD;Impekoven;12;Alfter;0;12
6900;Sarrazin;FDP;Impekoven;12;Alfter;0;12
2800;Bornemann;Freie Wähler;Impekoven;12;Alfter;0;12
2300;Engels;UWG;Impekoven;12;Alfter;0;12
30900;Kremzow;CDU;Witterschlick;13;Alfter;1;13
15100;Möller;GRÜNE;Witterschlick;13;Alfter;1;13
11600;Tischmann;SPD;Witterschlick;13;Alfter;0;13
5700;Wulff;FDP;Witterschlick;13;Alfter;1;13
2600;Liesegang;Freie Wähler;Witterschlick;13;Alfter;0;13
1900;Bölke;UWG;Witterschlick;13;Alfter;0;13
29100;Gratz;CDU;Witterschlick;14;Alfter;0;14
14100;Stern;GRÜNE;Witterschlick;14;Alfter;0;14
16400;Hansmeyer;SPD;Witterschlick;14;Alfter;1;14
2300;Dr. Kuhlmann;FDP;Witterschlick;14;Alfter;0;14
2400;Wedemeyer;Freie Wähler;Witterschlick;14;Alfter;0;14
1200;Klemmer;UWG;Witterschlick;14;Alfter;0;14
34700;Ehlert;CDU;Witterschlick;15;Alfter;1;15
23400;Schroerlücke;GRÜNE;Witterschlick;15;Alfter;0;15
10100;Brosset;SPD;Witterschlick;15;Alfter;0;15
4400;Schmidt-Gerbes;FDP;Witterschlick;15;Alfter;0;15
3400;Hartung;Freie Wähler;Witterschlick;15;Alfter;0;15
2200;Dr. Seidemann;UWG;Witterschlick;15;Alfter;0;15
23500;Pippon;CDU;Witterschlick;16;Alfter;1;16
9300;Windhuis;GRÜNE;Witterschlick;16;Alfter;1;16
16400;Groß;SPD;Witterschlick;16;Alfter;1;16
14500;Dr. Six;FDP;Witterschlick;16;Alfter;0;16
1400;Böhme;Freie Wähler;Witterschlick;16;Alfter;0;16
3500;Schürmann;UWG;Witterschlick;16;Alfter;1;16
36100;Mikolajczak;CDU;Obere Warth;1;Hennef;1;1
34200;Golombek;SPD;Obere Warth;1;Hennef;1;1
5900;Janser;Die Unabhängigen;Obere Warth;1;Hennef;0;1
11100;Hüsgen;GRÜNE;Obere Warth;1;Hennef;0;1
3900;Kotula;FDP;Obere Warth;1;Hennef;1;1
5000;Spors;DIE LINKE;Obere Warth;1;Hennef;0;1
31100;Große Winkelsett;CDU;Untere Warth/ Mitte;2;Hennef;1;2
27900;Herchenbach;SPD;Untere Warth/ Mitte;2;Hennef;1;2
5100;Anton;Die Unabhängigen;Untere Warth/ Mitte;2;Hennef;0;2
4000;Reuter;GRÜNE;Untere Warth/ Mitte;2;Hennef;0;2
4800;Hildebrandt;FDP;Untere Warth/ Mitte;2;Hennef;1;2
6100;Weisel;DIE LINKE;Untere Warth/ Mitte;2;Hennef;1;2
35300;Offergeld;CDU;Zentrum ( West/ Ost);3;Hennef;1;3
26500;Spanier;SPD;Zentrum ( West/ Ost);3;Hennef;1;3
5300;Vierboom;Die Unabhängigen;Zentrum ( West/ Ost);3;Hennef;0;3
8200;Sieg;GRÜNE;Zentrum ( West/ Ost);3;Hennef;0;3
5600;Schlechtriem;FDP;Zentrum ( West/ Ost);3;Hennef;1;3
5100;Krey;DIE LINKE;Zentrum ( West/ Ost);3;Hennef;0;3
58600;Schenkelberg;CDU;Nord ( Ost/ West);4;Hennef;1;4
38100;Herchenbach;SPD;Nord ( Ost/ West);4;Hennef;1;4
5600;Rambow;Die Unabhängigen;Nord ( Ost/ West);4;Hennef;0;4
11700;Hagemann;GRÜNE;Nord ( Ost/ West);4;Hennef;0;4
6300;Marx;FDP;Nord ( Ost/ West);4;Hennef;1;4
5700;Patzel;DIE LINKE;Nord ( Ost/ West);4;Hennef;0;4
48000;Kania;CDU;Blocksberg/ Zentrum- Süd;5;Hennef;1;5
31800;Meyer;SPD;Blocksberg/ Zentrum- Süd;5;Hennef;0;5
9100;Schirmer;Die Unabhängigen;Blocksberg/ Zentrum- Süd;5;Hennef;0;5
11600;Laier;GRÜNE;Blocksberg/ Zentrum- Süd;5;Hennef;0;5
3500;Marx;FDP;Blocksberg/ Zentrum- Süd;5;Hennef;0;5
6000;Hincha;DIE LINKE;Blocksberg/ Zentrum- Süd;5;Hennef;0;5
46300;Gerards;CDU;Steimelsberg/ Süd;6;Hennef;1;6
22000;Akstinat;SPD;Steimelsberg/ Süd;6;Hennef;0;6
5500;Schliefer;Die Unabhängigen;Steimelsberg/ Süd;6;Hennef;0;6
9100;Lichtenberg;GRÜNE;Steimelsberg/ Süd;6;Hennef;0;6
4100;Jacob;FDP;Steimelsberg/ Süd;6;Hennef;0;6
5100;Chrobok;DIE LINKE;Steimelsberg/ Süd;6;Hennef;0;6
45100;Dohlen;CDU;Geistingen;7;Hennef;1;7
27600;Fichtner;SPD;Geistingen;7;Hennef;1;7
9300;Schliefer;Die Unabhängigen;Geistingen;7;Hennef;1;7
13900;Tesch;GRÜNE;Geistingen;7;Hennef;0;7
3900;Happ;FDP;Geistingen;7;Hennef;0;7
3900;Stumm;DIE LINKE;Geistingen;7;Hennef;0;7
44100;Hahn;CDU;Geistingen - Sand;8;Hennef;1;8
27900;Stratmann;SPD;Geistingen - Sand;8;Hennef;1;8
5500;Stolz;Die Unabhängigen;Geistingen - Sand;8;Hennef;0;8
9000;Hasselberg;GRÜNE;Geistingen - Sand;8;Hennef;0;8
3600;Hausmann;FDP;Geistingen - Sand;8;Hennef;0;8
3800;Buchmüller;DIE LINKE;Geistingen - Sand;8;Hennef;0;8
38000;Walterscheid;CDU;Stoßdorf;9;Hennef;1;9
21400;Steinmetz;SPD;Stoßdorf;9;Hennef;0;9
5200;Hartwig;Die Unabhängigen;Stoßdorf;9;Hennef;0;9
10200;Dietsche;GRÜNE;Stoßdorf;9;Hennef;0;9
4200;Matzel;FDP;Stoßdorf;9;Hennef;1;9
2700;Krey;DIE LINKE;Stoßdorf;9;Hennef;0;9
39200;Dr. Roos-Schumacher;CDU;Geisbach;10;Hennef;1;10
34000;Papke;SPD;Geisbach;10;Hennef;0;10
8100;Löbach;Die Unabhängigen;Geisbach;10;Hennef;0;10
13300;Mödeker;GRÜNE;Geisbach;10;Hennef;0;10
3600;Lehmann;FDP;Geisbach;10;Hennef;0;10
6000;Peters;DIE LINKE;Geisbach;10;Hennef;0;10
55800;Osterhaus-Ehm;CDU;Edgoven/ Westerhausen;11;Hennef;1;11
46600;Dahm;SPD;Edgoven/ Westerhausen;11;Hennef;0;11
8100;Kaufmann;Die Unabhängigen;Edgoven/ Westerhausen;11;Hennef;0;11
13800;Dr. Keller;GRÜNE;Edgoven/ Westerhausen;11;Hennef;0;11
5800;Hornen;FDP;Edgoven/ Westerhausen;11;Hennef;0;11
5900;Walgenbach;DIE LINKE;Edgoven/ Westerhausen;11;Hennef;0;11
50300;Auerbach;CDU;Siegtal/ Weldergoven;12;Hennef;1;12
38300;Precker;SPD;Siegtal/ Weldergoven;12;Hennef;1;12
4000;Schink;Die Unabhängigen;Siegtal/ Weldergoven;12;Hennef;0;12
12700;Schramm;GRÜNE;Siegtal/ Weldergoven;12;Hennef;0;12
2900;Burkhardt;FDP;Siegtal/ Weldergoven;12;Hennef;1;12
3600;Schüchter;DIE LINKE;Siegtal/ Weldergoven;12;Hennef;0;12
53800;Dr. Hauf;CDU;Dambroich, Rott/ Söven;13;Hennef;1;13
27100;Papke;SPD;Dambroich, Rott/ Söven;13;Hennef;0;13
19600;Niebiossa;Die Unabhängigen;Dambroich, Rott/ Söven;13;Hennef;1;13
13300;Prof. Dr. Jonas;GRÜNE;Dambroich, Rott/ Söven;13;Hennef;0;13
4300;Marx;FDP;Dambroich, Rott/ Söven;13;Hennef;0;13
4900;Schüchter;DIE LINKE;Dambroich, Rott/ Söven;13;Hennef;0;13
43700;Berger;CDU;Uckerath ( Süd/ Nord);14;Hennef;1;14
20200;Nacken;SPD;Uckerath ( Süd/ Nord);14;Hennef;0;14
8200;Chillingworth;Die Unabhängigen;Uckerath ( Süd/ Nord);14;Hennef;1;14
11900;Klee;GRÜNE;Uckerath ( Süd/ Nord);14;Hennef;0;14
10900;Schmitz;FDP;Uckerath ( Süd/ Nord);14;Hennef;1;14
3000;Naylor;DIE LINKE;Uckerath ( Süd/ Nord);14;Hennef;0;14
57700;Wallau;CDU;Lichtenberg/ Bierth;15;Hennef;1;15
17400;Stöppler;SPD;Lichtenberg/ Bierth;15;Hennef;0;15
5300;Trost;Die Unabhängigen;Lichtenberg/ Bierth;15;Hennef;1;15
13100;Fiedrich;GRÜNE;Lichtenberg/ Bierth;15;Hennef;1;15
1800;Sanders;FDP;Lichtenberg/ Bierth;15;Hennef;0;15
2700;Ludwig;DIE LINKE;Lichtenberg/ Bierth;15;Hennef;1;15
48900;Keuenhof;CDU;Süchterscheid/ Stadt Blankenberg;16;Hennef;1;16
23200;Hauf;SPD;Süchterscheid/ Stadt Blankenberg;16;Hennef;0;16
9800;Brodka;Die Unabhängigen;Süchterscheid/ Stadt Blankenberg;16;Hennef;1;16
9900;Schreiner;GRÜNE;Süchterscheid/ Stadt Blankenberg;16;Hennef;0;16
3300;Binder;FDP;Süchterscheid/ Stadt Blankenberg;16;Hennef;1;16
5800;Richter;DIE LINKE;Süchterscheid/ Stadt Blankenberg;16;Hennef;0;16
49600;Höhner;CDU;Eichholz, Dahlhausen/ Eulenberg;17;Hennef;1;17
18800;Gangl;SPD;Eichholz, Dahlhausen/ Eulenberg;17;Hennef;0;17
4400;Trost;Die Unabhängigen;Eichholz, Dahlhausen/ Eulenberg;17;Hennef;1;17
14100;Krause-Ließem;GRÜNE;Eichholz, Dahlhausen/ Eulenberg;17;Hennef;0;17
4700;Witzmann;FDP;Eichholz, Dahlhausen/ Eulenberg;17;Hennef;0;17
3900;Pollo;DIE LINKE;Eichholz, Dahlhausen/ Eulenberg;17;Hennef;0;17
53100;Martius;CDU;Allner/ Bröl;18;Hennef;1;18
29400;Knott;SPD;Allner/ Bröl;18;Hennef;0;18
8200;Meinerzhagen;Die Unabhängigen;Allner/ Bröl;18;Hennef;1;18
12000;Gockel;GRÜNE;Allner/ Bröl;18;Hennef;1;18
4600;Hildebrandt;FDP;Allner/ Bröl;18;Hennef;0;18
5700;Goetz;DIE LINKE;Allner/ Bröl;18;Hennef;0;18
38500;Pasch;CDU;Happerschoß/ Heisterschoß;19;Hennef;1;19
31500;Henscheid;SPD;Happerschoß/ Heisterschoß;19;Hennef;1;19
30900;Rindfleisch;Die Unabhängigen;Happerschoß/ Heisterschoß;19;Hennef;1;19
21900;Ecke;GRÜNE;Happerschoß/ Heisterschoß;19;Hennef;1;19
6500;Müller;FDP;Happerschoß/ Heisterschoß;19;Hennef;0;19
3300;Breil;DIE LINKE;Happerschoß/ Heisterschoß;19;Hennef;0;19
49900;Sauer;CDU;Bödingen / Lauthausen, Oberauel;20;Hennef;1;20
24900;Deisenroth-Specht;SPD;Bödingen / Lauthausen, Oberauel;20;Hennef;1;20
11100;Siefen;Die Unabhängigen;Bödingen / Lauthausen, Oberauel;20;Hennef;1;20
12900;Grauert;GRÜNE;Bödingen / Lauthausen, Oberauel;20;Hennef;0;20
4200;Kaul;FDP;Bödingen / Lauthausen, Oberauel;20;Hennef;0;20
3700;Mansour Babroudi;DIE LINKE;Bödingen / Lauthausen, Oberauel;20;Hennef;0;20
15500;Hellmann;CDU;Realschule Much;1;Much;0;1
15700;Klement;SPD;Realschule Much;1;Much;1;1
3200;Hauer;GRÜNE;Realschule Much;1;Much;1;1
2700;Dr. Hilmer;FDP;Realschule Much;1;Much;0;1
1400;Kwoka;DIE LINKE;Realschule Much;1;Much;0;1
1100;Häck;Volksabstimmung;Realschule Much;1;Much;0;1
23000;Müller;CDU;Realschule Much;2;Much;0;2
21100;Frieben;SPD;Realschule Much;2;Much;0;2
8400;Sanders-Hauer;GRÜNE;Realschule Much;2;Much;1;2
1700;Weber;FDP;Realschule Much;2;Much;0;2
1900;Eckhardt;DIE LINKE;Realschule Much;2;Much;0;2
1800;Baumann;Volksabstimmung;Realschule Much;2;Much;0;2
26600;Diez;CDU;Realschule Much;3;Much;1;3
18400;Hauser;SPD;Realschule Much;3;Much;0;3
12000;Ruiters;GRÜNE;Realschule Much;3;Much;0;3
3000;Evans;FDP;Realschule Much;3;Much;0;3
1300;Horsthofer;Volksabstimmung;Realschule Much;3;Much;0;3
24000;Weber;CDU;Realschule Much;4;Much;1;4
17800;Claus-Tampier;SPD;Realschule Much;4;Much;0;4
10000;Erwin;GRÜNE;Realschule Much;4;Much;0;4
2900;Hilmer;FDP;Realschule Much;4;Much;0;4
3300;Knuth;DIE LINKE;Realschule Much;4;Much;0;4
2300;Romczykowski;Volksabstimmung;Realschule Much;4;Much;0;4
32400;Schillgalies;CDU;Kindergarten Wellerscheid;5;Much;0;5
11200;Ruiters;SPD;Kindergarten Wellerscheid;5;Much;1;5
5600;Buschmann;GRÜNE;Kindergarten Wellerscheid;5;Much;0;5
1500;Lülsdorf;FDP;Kindergarten Wellerscheid;5;Much;0;5
3400;Knuth;DIE LINKE;Kindergarten Wellerscheid;5;Much;0;5
2700;Romczykowski;Volksabstimmung;Kindergarten Wellerscheid;5;Much;0;5
24000;Michels;CDU;Realschule Much;6;Much;1;6
11000;Dietrich-Zipplies;SPD;Realschule Much;6;Much;0;6
6800;Höller;GRÜNE;Realschule Much;6;Much;0;6
2500;Weber;FDP;Realschule Much;6;Much;0;6
3000;Dr. Roggendorf;DIE LINKE;Realschule Much;6;Much;0;6
800;Jurek;Volksabstimmung;Realschule Much;6;Much;0;6
21600;Kemmerling;CDU;Realschule Much;7;Much;0;7
9400;Bieber;SPD;Realschule Much;7;Much;0;7
5700;Röthke;GRÜNE;Realschule Much;7;Much;0;7
1500;Werner;FDP;Realschule Much;7;Much;0;7
900;Bonk;Volksabstimmung;Realschule Much;7;Much;0;7
15200;Schippers;CDU;Kindergarten Hetzenholz;8;Much;0;8
11800;Weißenberg;SPD;Kindergarten Hetzenholz;8;Much;0;8
4700;Kehres;GRÜNE;Kindergarten Hetzenholz;8;Much;0;8
1200;Weber;FDP;Kindergarten Hetzenholz;8;Much;0;8
2100;Eckhardt;DIE LINKE;Kindergarten Hetzenholz;8;Much;0;8
1500;Bonk;Volksabstimmung;Kindergarten Hetzenholz;8;Much;0;8
20000;Schmidt;CDU;Kindergarten Hetzenholz;9;Much;1;9
10000;Tampier;SPD;Kindergarten Hetzenholz;9;Much;1;9
6900;Weidenfeld;GRÜNE;Kindergarten Hetzenholz;9;Much;0;9
900;Weber;FDP;Kindergarten Hetzenholz;9;Much;0;9
1800;Horsthofer;Volksabstimmung;Kindergarten Hetzenholz;9;Much;0;9
26300;Ludwig;CDU;Kindergarten Kreuzkapelle;10;Much;0;10
14500;Zemla;SPD;Kindergarten Kreuzkapelle;10;Much;0;10
6700;Hauer;GRÜNE;Kindergarten Kreuzkapelle;10;Much;0;10
2300;Wagner;Volksabstimmung;Kindergarten Kreuzkapelle;10;Much;0;10
25600;Kemmerling;CDU;Kindergarten Kreuzkapelle;11;Much;0;11
13000;Schuster;SPD;Kindergarten Kreuzkapelle;11;Much;0;11
10600;Schönenbrücher;GRÜNE;Kindergarten Kreuzkapelle;11;Much;0;11
1400;Werner;FDP;Kindergarten Kreuzkapelle;11;Much;0;11
2300;Binder;DIE LINKE;Kindergarten Kreuzkapelle;11;Much;0;11
3200;Geerligs;Volksabstimmung;Kindergarten Kreuzkapelle;11;Much;0;11
25500;Steimel;CDU;Grundschule Marienfeld;12;Much;0;12
9700;Thun;SPD;Grundschule Marienfeld;12;Much;0;12
6800;Wasel-Ziegert;GRÜNE;Grundschule Marienfeld;12;Much;0;12
2900;Reker;FDP;Grundschule Marienfeld;12;Much;0;12
2400;Mutter;DIE LINKE;Grundschule Marienfeld;12;Much;0;12
2300;Henning;Volksabstimmung;Grundschule Marienfeld;12;Much;0;12
22600;Kunert;CDU;Grundschule Marienfeld;13;Much;1;13
12000;Iffland;SPD;Grundschule Marienfeld;13;Much;0;13
3200;Geier;GRÜNE;Grundschule Marienfeld;13;Much;0;13
2500;Hagen;FDP;Grundschule Marienfeld;13;Much;0;13
1200;Trockenbruch;DIE LINKE;Grundschule Marienfeld;13;Much;0;13
1700;Kleinau;Volksabstimmung;Grundschule Marienfeld;13;Much;0;13
22000;Manstein;CDU;Grundschule Marienfeld;14;Much;1;14
11900;Bierfreund;SPD;Grundschule Marienfeld;14;Much;0;14
4900;Jüstel;GRÜNE;Grundschule Marienfeld;14;Much;0;14
6700;Reker;FDP;Grundschule Marienfeld;14;Much;1;14
2000;König;DIE LINKE;Grundschule Marienfeld;14;Much;0;14
3400;Henning;Volksabstimmung;Grundschule Marienfeld;14;Much;0;14
14400;Mroz;CDU;Oeleroth;1;Ruppichterorth;1;1
7600;Müller;SPD;Oeleroth;1;Ruppichterorth;1;1
4100;Kirchner;FDP;Oeleroth;1;Ruppichterorth;0;1
4000;Beyhl;GRÜNE;Oeleroth;1;Ruppichterorth;1;1
2200;Manz;DIE LINKE;Oeleroth;1;Ruppichterorth;0;1
12800;Crone;CDU;Hambuchen;2;Ruppichterorth;0;2
7700;Kaiser;SPD;Hambuchen;2;Ruppichterorth;1;2
3000;Herking;FDP;Hambuchen;2;Ruppichterorth;1;2
5300;Drittner;GRÜNE;Hambuchen;2;Ruppichterorth;0;2
2100;Hatterscheid;DIE LINKE;Hambuchen;2;Ruppichterorth;0;2
13500;Schmidt;CDU;Ruppichteroth;3;Ruppichterorth;1;3
6800;Marx;SPD;Ruppichteroth;3;Ruppichterorth;1;3
4600;Smielick;FDP;Ruppichteroth;3;Ruppichterorth;1;3
2800;Zordel;GRÜNE;Ruppichteroth;3;Ruppichterorth;0;3
1800;Lechler;DIE LINKE;Ruppichteroth;3;Ruppichterorth;0;3
15400;Winkler;CDU;Ruppichteroth;4;Ruppichterorth;1;4
3400;Voigt;SPD;Ruppichteroth;4;Ruppichterorth;0;4
900;Jansen;FDP;Ruppichteroth;4;Ruppichterorth;0;4
1300;Gehring;GRÜNE;Ruppichteroth;4;Ruppichterorth;0;4
1900;Martens;DIE LINKE;Ruppichteroth;4;Ruppichterorth;0;4
15800;Nördershäuser;CDU;Ruppichteroth;5;Ruppichterorth;1;5
9300;Biallas;SPD;Ruppichteroth;5;Ruppichterorth;0;5
2800;Dr. Floto;FDP;Ruppichteroth;5;Ruppichterorth;1;5
2800;Grau;GRÜNE;Ruppichteroth;5;Ruppichterorth;0;5
2200;Martens;DIE LINKE;Ruppichteroth;5;Ruppichterorth;0;5
6900;Altwicker;CDU;Ruppichteroth;6;Ruppichterorth;1;6
4600;Feig;SPD;Ruppichteroth;6;Ruppichterorth;0;6
2400;Dr. Floto;FDP;Ruppichteroth;6;Ruppichterorth;1;6
1700;Kühn;GRÜNE;Ruppichteroth;6;Ruppichterorth;0;6
2200;Komlanvi;DIE LINKE;Ruppichteroth;6;Ruppichterorth;0;6
13400;Ortsiefer;CDU;Ruppichteroth;7;Ruppichterorth;0;7
6100;Senthan;SPD;Ruppichteroth;7;Ruppichterorth;1;7
3500;Ahr;FDP;Ruppichteroth;7;Ruppichterorth;0;7
3300;Weiß;GRÜNE;Ruppichteroth;7;Ruppichterorth;0;7
2100;Biermann;DIE LINKE;Ruppichteroth;7;Ruppichterorth;0;7
